STDR_YM,CTPRVN_NM,SIGNGU_NM,ADSTRD_NM,INDUTY_LCLAS_CODE,INDUTY_MLSFC_CODE,INDUTY_LCLAS_NM,INDUTY_MLSFC_NM,PRCSS_ENTRPRS_SE_CODE,PRCSS_ENTRPRS_SE,PDSMLPZ_SCTN_CODE,PDSMLPZ_SCTN,TOT_ENTRPRS_CO,EMPLY_CO,EMPLY_AVRG_CO,ECNY_CO,ECNY_AVRG_CO,RETIRE_CO,RETIRE_AVRG_CO,WAGE_AVRG_AM,REGIST_DE,OPERTOR_NM
2016-01,서울,강남구,역삼1동,Q,Q86,보건업 및 사회복지 서비스업,보건업,4,소기업,5,5년 이상 10년 미만,1,4,4.0,0,0.0,0,0.0,18158667.0,2020-10-20,KEDSYS
2016-01,서울,강남구,역삼1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,3,중기업,2,2년 이상 5년 미만,1,11,11.0,3,3.0,0,0.0,29621818.0,2020-10-20,KEDSYS
2016-01,서울,강남구,역삼1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,0,1년 미만,1,6,6.0,6,6.0,1,1.0,8800000.0,2020-10-20,KEDSYS
2016-01,서울,강남구,역삼1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,1,1년 이상 2년 미만,1,1,1.0,0,0.0,0,0.0,0.0,2020-10-20,KEDSYS
2016-01,서울,강남구,역삼1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,3,5,1.67,2,0.67,0,0.0,12266666.5,2020-10-20,KEDSYS
2016-01,서울,강남구,역삼1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,5,5년 이상 10년 미만,1,5,5.0,0,0.0,0,0.0,21030933.0,2020-10-20,KEDSYS
2016-01,서울,강동구,길동,Q,Q86,보건업 및 사회복지 서비스업,보건업,4,소기업,2,2년 이상 5년 미만,1,6,6.0,0,0.0,0,0.0,22000000.0,2020-10-20,KEDSYS
2016-01,서울,강동구,길동,Q,Q86,보건업 및 사회복지 서비스업,보건업,4,소기업,10,10년 이상 20년 미만,1,21,21.0,0,0.0,0,0.0,24049016.0,2020-10-20,KEDSYS
2016-01,서울,강북구,번1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,0,1년 미만,1,1,1.0,0,0.0,0,0.0,0.0,2020-10-20,KEDSYS
2016-01,서울,강서구,염창동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,5,5년 이상 10년 미만,2,33,16.5,0,0.0,2,1.0,26457066.5,2020-10-20,KEDSYS
2016-01,서울,강남구,역삼2동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,3,중기업,5,5년 이상 10년 미만,1,46,46.0,2,2.0,1,1.0,12350203.0,2020-10-20,KEDSYS
2016-01,서울,강남구,역삼2동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,1,0,0.0,0,0.0,0,0.0,0.0,2020-10-20,KEDSYS
2016-01,서울,강남구,역삼2동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,10,10년 이상 20년 미만,1,3,3.0,0,0.0,0,0.0,44680000.0,2020-10-20,KEDSYS
2016-01,서울,강남구,역삼2동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,98,판단제외,10,10년 이상 20년 미만,1,39,39.0,0,0.0,0,0.0,47398086.0,2020-10-20,KEDSYS
2016-01,서울,관악구,신원동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,1,21,21.0,0,0.0,0,0.0,10612318.0,2020-10-20,KEDSYS
2016-01,서울,강동구,강일동,Q,Q86,보건업 및 사회복지 서비스업,보건업,4,소기업,1,1년 이상 2년 미만,1,0,0.0,0,0.0,0,0.0,0.0,2020-10-20,KEDSYS
2016-01,서울,강동구,암사3동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,1,7,7.0,1,1.0,0,0.0,15172952.0,2020-10-20,KEDSYS
2016-01,서울,강동구,천호1동,Q,Q86,보건업 및 사회복지 서비스업,보건업,4,소기업,2,2년 이상 5년 미만,1,8,8.0,1,1.0,0,0.0,12362667.0,2020-10-20,KEDSYS
2016-01,서울,강동구,천호1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,10,10년 이상 20년 미만,1,7,7.0,0,0.0,0,0.0,21038857.0,2020-10-20,KEDSYS
2016-01,서울,강서구,등촌3동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,1,6,6.0,1,1.0,0,0.0,14413778.0,2020-10-20,KEDSYS
2016-01,서울,관악구,대학동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,0,1년 미만,1,5,5.0,0,0.0,0,0.0,14962667.0,2020-10-20,KEDSYS
2016-01,서울,관악구,대학동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,5,5년 이상 10년 미만,1,22,22.0,4,4.0,3,3.0,10102424.0,2020-10-20,KEDSYS
2016-01,서울,관악구,은천동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,0,1년 미만,1,2,2.0,1,1.0,0,0.0,0.0,2020-10-20,KEDSYS
2016-01,서울,관악구,은천동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,1,11,11.0,1,1.0,2,2.0,17355152.0,2020-10-20,KEDSYS
2016-01,서울,강서구,화곡1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,1,8,8.0,0,0.0,0,0.0,5197333.0,2020-10-20,KEDSYS
2016-01,서울,강서구,화곡1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,5,5년 이상 10년 미만,2,20,10.0,0,0.0,1,0.5,25012413.0,2020-10-20,KEDSYS
2016-01,서울,강남구,일원1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,0,1년 미만,1,18,18.0,5,5.0,1,1.0,9800000.0,2020-10-20,KEDSYS
2016-01,서울,성동구,마장동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,2,중견기업,30,30년 이상 40년 미만,1,2473,2473.0,68,68.0,22,22.0,35003079.0,2020-10-20,KEDSYS
2016-01,서울,성북구,종암동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,3,중기업,10,10년 이상 20년 미만,1,24,24.0,1,1.0,2,2.0,28012111.0,2020-10-20,KEDSYS
2016-01,서울,송파구,문정2동,Q,Q86,보건업 및 사회복지 서비스업,보건업,4,소기업,0,1년 미만,1,4,4.0,0,0.0,0,0.0,15972000.0,2020-10-20,KEDSYS
2016-01,서울,송파구,문정2동,Q,Q86,보건업 및 사회복지 서비스업,보건업,4,소기업,2,2년 이상 5년 미만,1,3,3.0,0,0.0,0,0.0,38880000.0,2020-10-20,KEDSYS
2016-01,서울,성북구,길음2동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,3,중기업,1,1년 이상 2년 미만,1,100,100.0,7,7.0,2,2.0,11681307.0,2020-10-20,KEDSYS
2016-01,서울,서초구,양재1동,Q,Q86,보건업 및 사회복지 서비스업,보건업,4,소기업,2,2년 이상 5년 미만,1,11,11.0,1,1.0,0,0.0,31412849.0,2020-10-20,KEDSYS
2016-01,서울,서초구,양재1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,1,1년 이상 2년 미만,1,2,2.0,0,0.0,0,0.0,0.0,2020-10-20,KEDSYS
2016-01,서울,서초구,양재2동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,0,1년 미만,1,7,7.0,0,0.0,0,0.0,10800000.0,2020-10-20,KEDSYS
2016-01,서울,서초구,양재2동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,2,7,3.5,0,0.0,0,0.0,5780000.0,2020-10-20,KEDSYS
2016-01,서울,성동구,옥수동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,10,10년 이상 20년 미만,1,21,21.0,0,0.0,0,0.0,18751746.0,2020-10-20,KEDSYS
2016-01,서울,성북구,석관동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,1,15,15.0,0,0.0,0,0.0,16711467.0,2020-10-20,KEDSYS
2016-01,서울,송파구,오금동,Q,Q86,보건업 및 사회복지 서비스업,보건업,98,판단제외,2,2년 이상 5년 미만,1,143,143.0,0,0.0,1,1.0,25689828.0,2020-10-20,KEDSYS
2016-01,서울,송파구,거여1동,Q,Q86,보건업 및 사회복지 서비스업,보건업,4,소기업,2,2년 이상 5년 미만,1,2,2.0,0,0.0,1,1.0,0.0,2020-10-20,KEDSYS
2016-01,서울,서초구,서초4동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,10,10년 이상 20년 미만,1,5,5.0,0,0.0,0,0.0,24381333.0,2020-10-20,KEDSYS
2016-01,서울,성북구,월곡2동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,10,10년 이상 20년 미만,1,3,3.0,1,1.0,1,1.0,25123556.0,2020-10-20,KEDSYS
2016-01,서울,성북구,성북동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,0,1년 미만,1,1,1.0,0,0.0,0,0.0,0.0,2020-10-20,KEDSYS
2016-01,서울,성북구,성북동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,5,5년 이상 10년 미만,1,4,4.0,0,0.0,0,0.0,25877333.0,2020-10-20,KEDSYS
2016-01,서울,성북구,성북동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,10,10년 이상 20년 미만,1,5,5.0,0,0.0,0,0.0,23473600.0,2020-10-20,KEDSYS
2016-01,서울,송파구,마천2동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,0,1년 미만,1,0,0.0,0,0.0,0,0.0,0.0,2020-10-20,KEDSYS
2016-01,서울,송파구,마천2동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,1,1,1.0,0,0.0,0,0.0,0.0,2020-10-20,KEDSYS
2016-01,서울,서초구,방배본동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,10,10년 이상 20년 미만,1,12,12.0,3,3.0,0,0.0,20780667.0,2020-10-20,KEDSYS
2016-01,서울,성동구,용답동,Q,Q86,보건업 및 사회복지 서비스업,보건업,2,중견기업,20,20년 이상 30년 미만,1,530,530.0,5,5.0,1,1.0,35898093.0,2020-10-20,KEDSYS
2016-01,서울,성동구,용답동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,1,1년 이상 2년 미만,1,2,2.0,0,0.0,0,0.0,0.0,2020-10-20,KEDSYS
2016-01,서울,성동구,성수1가1동,Q,Q86,보건업 및 사회복지 서비스업,보건업,4,소기업,5,5년 이상 10년 미만,1,5,5.0,0,0.0,0,0.0,26675733.0,2020-10-20,KEDSYS
2016-01,서울,성동구,성수1가1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,3,중기업,5,5년 이상 10년 미만,1,3,3.0,0,0.0,0,0.0,32355556.0,2020-10-20,KEDSYS
2016-01,서울,성동구,성수1가1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,2,23,11.5,0,0.0,0,0.0,19518726.0,2020-10-20,KEDSYS
2016-01,서울,성북구,정릉1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,1,1,1.0,0,0.0,0,0.0,0.0,2020-10-20,KEDSYS
2016-01,서울,성동구,응봉동,Q,Q86,보건업 및 사회복지 서비스업,보건업,4,소기업,1,1년 이상 2년 미만,1,3,3.0,0,0.0,0,0.0,12600000.0,2020-10-20,KEDSYS
2016-01,서울,성북구,동선동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,3,중기업,10,10년 이상 20년 미만,1,174,174.0,2,2.0,6,6.0,14391081.0,2020-10-20,KEDSYS
2016-01,서울,성북구,동선동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,1,4,4.0,0,0.0,0,0.0,15293333.0,2020-10-20,KEDSYS
2016-01,서울,성북구,동선동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,5,5년 이상 10년 미만,1,34,34.0,4,4.0,2,2.0,9644784.0,2020-10-20,KEDSYS
2016-01,서울,성북구,안암동,Q,Q86,보건업 및 사회복지 서비스업,보건업,3,중기업,30,30년 이상 40년 미만,1,110,110.0,3,3.0,2,2.0,29280267.0,2020-10-20,KEDSYS
2016-01,서울,성북구,안암동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,1,2,2.0,0,0.0,0,0.0,0.0,2020-10-20,KEDSYS
2016-01,서울,성북구,안암동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,10,10년 이상 20년 미만,1,5,5.0,0,0.0,0,0.0,20134933.0,2020-10-20,KEDSYS
2016-01,서울,송파구,석촌동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,3,35,11.67,3,1.0,6,2.0,5016489.0,2020-10-20,KEDSYS
2016-01,서울,마포구,공덕동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,5,5년 이상 10년 미만,2,7,3.5,0,0.0,0,0.0,8956533.5,2020-10-20,KEDSYS
2016-01,서울,마포구,대흥동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,1,1년 이상 2년 미만,1,7,7.0,1,1.0,0,0.0,26041143.0,2020-10-20,KEDSYS
2016-01,서울,마포구,대흥동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,1,1,1.0,0,0.0,0,0.0,0.0,2020-10-20,KEDSYS
2016-01,서울,마포구,대흥동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,5,5년 이상 10년 미만,1,6,6.0,0,0.0,1,1.0,26395556.0,2020-10-20,KEDSYS
2016-01,서울,마포구,대흥동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,10,10년 이상 20년 미만,1,0,0.0,0,0.0,0,0.0,0.0,2020-10-20,KEDSYS
2016-01,서울,서초구,방배2동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,1,13,13.0,0,0.0,1,1.0,6673641.0,2020-10-20,KEDSYS
2016-01,서울,동작구,신대방1동,Q,Q86,보건업 및 사회복지 서비스업,보건업,4,소기업,5,5년 이상 10년 미만,1,67,67.0,2,2.0,1,1.0,26954309.0,2020-10-20,KEDSYS
2016-01,서울,서초구,반포4동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,98,판단제외,0,1년 미만,1,233,233.0,4,4.0,6,6.0,21863348.0,2020-10-20,KEDSYS
2016-01,서울,서초구,서초3동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,1,1년 이상 2년 미만,1,1,1.0,0,0.0,0,0.0,0.0,2020-10-20,KEDSYS
2016-01,서울,서초구,서초3동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,1,1,1.0,0,0.0,0,0.0,0.0,2020-10-20,KEDSYS
2016-01,서울,서초구,서초3동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,10,10년 이상 20년 미만,1,3,3.0,0,0.0,0,0.0,25640000.0,2020-10-20,KEDSYS
2016-01,서울,마포구,아현동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,5,5년 이상 10년 미만,1,32,32.0,1,1.0,0,0.0,34374500.0,2020-10-20,KEDSYS
2016-01,서울,마포구,망원2동,Q,Q86,보건업 및 사회복지 서비스업,보건업,4,소기업,0,1년 미만,1,7,7.0,0,0.0,1,1.0,14400000.0,2020-10-20,KEDSYS
2016-01,서울,마포구,서교동,Q,Q86,보건업 및 사회복지 서비스업,보건업,98,판단제외,1,1년 이상 2년 미만,1,5,5.0,0,0.0,0,0.0,25172800.0,2020-10-20,KEDSYS
2016-01,서울,마포구,용강동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,10,10년 이상 20년 미만,1,17,17.0,4,4.0,3,3.0,18973020.0,2020-10-20,KEDSYS
2016-01,서울,마포구,용강동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,30,30년 이상 40년 미만,1,11,11.0,0,0.0,0,0.0,39622546.0,2020-10-20,KEDSYS
2016-01,서울,마포구,서교동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,5,5년 이상 10년 미만,1,10,10.0,0,0.0,0,0.0,29576000.0,2020-10-20,KEDSYS
2016-01,서울,마포구,서교동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,20,20년 이상 30년 미만,1,6,6.0,0,0.0,0,0.0,14601333.0,2020-10-20,KEDSYS
2016-01,서울,동작구,상도4동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,40,40년 이상 50년 미만,1,26,26.0,0,0.0,0,0.0,32961846.0,2020-10-20,KEDSYS
2016-01,서울,동작구,노량진제1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,50,50년 이상 60년 미만,1,26,26.0,1,1.0,1,1.0,29723077.0,2020-10-20,KEDSYS
2016-01,서울,서초구,서초2동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,1,3,3.0,0,0.0,0,0.0,12207111.0,2020-10-20,KEDSYS
2016-01,서울,마포구,연남동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,10,10년 이상 20년 미만,1,11,11.0,0,0.0,1,1.0,33009455.0,2020-10-20,KEDSYS
2016-01,서울,마포구,신수동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,10,10년 이상 20년 미만,1,6,6.0,0,0.0,0,0.0,23769333.0,2020-10-20,KEDSYS
2016-01,서울,마포구,신수동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,40,40년 이상 50년 미만,1,22,22.0,0,0.0,0,0.0,44996364.0,2020-10-20,KEDSYS
2016-01,서울,마포구,성산1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,5,5년 이상 10년 미만,1,20,20.0,1,1.0,1,1.0,13975333.0,2020-10-20,KEDSYS
2016-01,서울,마포구,합정동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,20,20년 이상 30년 미만,1,7,7.0,0,0.0,0,0.0,19083048.0,2020-10-20,KEDSYS
2016-01,서울,동작구,상도제1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,5,5년 이상 10년 미만,1,3,3.0,0,0.0,0,0.0,21163556.0,2020-10-20,KEDSYS
2016-01,서울,동작구,상도제1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,99,미분류,1,15,15.0,0,0.0,0,0.0,30310044.0,2020-10-20,KEDSYS
2016-01,서울,영등포구,당산제2동,Q,Q86,보건업 및 사회복지 서비스업,보건업,4,소기업,50,50년 이상 60년 미만,1,45,45.0,4,4.0,1,1.0,36187911.0,2020-10-20,KEDSYS
2016-01,서울,영등포구,당산제2동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,1,4,4.0,0,0.0,0,0.0,16878000.0,2020-10-20,KEDSYS
2016-01,서울,중랑구,신내1동,Q,Q86,보건업 및 사회복지 서비스업,보건업,98,판단제외,30,30년 이상 40년 미만,1,1308,1308.0,34,34.0,18,18.0,35156247.0,2020-10-20,KEDSYS
2016-01,서울,동대문구,휘경2동,Q,Q86,보건업 및 사회복지 서비스업,보건업,3,중기업,0,1년 미만,1,10,10.0,0,0.0,1,1.0,27472267.0,2020-10-20,KEDSYS
2016-01,서울,서대문구,충현동,Q,Q86,보건업 및 사회복지 서비스업,보건업,4,소기업,20,20년 이상 30년 미만,1,25,25.0,0,0.0,0,0.0,35625493.0,2020-10-20,KEDSYS
2016-01,서울,영등포구,신길5동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,5,5년 이상 10년 미만,1,4,4.0,0,0.0,0,0.0,19340000.0,2020-10-20,KEDSYS
2016-01,서울,영등포구,영등포동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,1,3,3.0,0,0.0,0,0.0,21080000.0,2020-10-20,KEDSYS
2016-01,서울,영등포구,영등포동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,5,5년 이상 10년 미만,1,13,13.0,0,0.0,2,2.0,20002462.0,2020-10-20,KEDSYS
2016-01,서울,영등포구,영등포동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,10,10년 이상 20년 미만,1,342,342.0,25,25.0,2,2.0,25294417.0,2020-10-20,KEDSYS
2016-01,서울,영등포구,영등포동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,20,20년 이상 30년 미만,1,13,13.0,1,1.0,0,0.0,32632410.0,2020-10-20,KEDSYS
2016-01,서울,영등포구,영등포동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,98,판단제외,10,10년 이상 20년 미만,1,36,36.0,2,2.0,1,1.0,35355482.0,2020-10-20,KEDSYS
2016-01,서울,중랑구,중화1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,5,5년 이상 10년 미만,1,2,2.0,0,0.0,1,1.0,0.0,2020-10-20,KEDSYS
2016-01,서울,중랑구,중화1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,20,20년 이상 30년 미만,1,3,3.0,0,0.0,0,0.0,22279111.0,2020-10-20,KEDSYS
2016-01,서울,서대문구,홍은2동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,1,5,5.0,0,0.0,0,0.0,9782400.0,2020-10-20,KEDSYS
2016-01,서울,서대문구,홍은2동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,10,10년 이상 20년 미만,1,2,2.0,1,1.0,0,0.0,0.0,2020-10-20,KEDSYS
2016-01,서울,동대문구,용신동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,1,1년 이상 2년 미만,1,2,2.0,0,0.0,0,0.0,0.0,2020-10-20,KEDSYS
2016-01,서울,영등포구,당산2동,Q,Q86,보건업 및 사회복지 서비스업,보건업,4,소기업,2,2년 이상 5년 미만,1,7,7.0,0,0.0,0,0.0,21423238.0,2020-10-20,KEDSYS
2016-01,서울,서대문구,홍제1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,10,10년 이상 20년 미만,1,12,12.0,0,0.0,2,2.0,27299778.0,2020-10-20,KEDSYS
2016-01,서울,서대문구,연희동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,3,중기업,5,5년 이상 10년 미만,1,19,19.0,0,0.0,0,0.0,19048561.0,2020-10-20,KEDSYS
2016-01,서울,영등포구,신길7동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,40,40년 이상 50년 미만,1,0,0.0,0,0.0,0,0.0,0.0,2020-10-20,KEDSYS
2016-01,서울,영등포구,여의동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,2,중견기업,30,30년 이상 40년 미만,1,399,399.0,23,23.0,17,17.0,30442754.0,2020-10-20,KEDSYS
2016-01,서울,영등포구,여의동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,3,중기업,10,10년 이상 20년 미만,1,40,40.0,5,5.0,3,3.0,26412200.0,2020-10-20,KEDSYS
2016-01,서울,영등포구,여의동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,2,19,9.5,0,0.0,0,0.0,15043555.5,2020-10-20,KEDSYS
2016-01,서울,영등포구,여의동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,5,5년 이상 10년 미만,1,3,3.0,0,0.0,0,0.0,34699556.0,2020-10-20,KEDSYS
2016-01,서울,영등포구,여의동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,98,판단제외,10,10년 이상 20년 미만,1,8,8.0,0,0.0,2,2.0,20093667.0,2020-10-20,KEDSYS
2016-01,서울,중랑구,망우본동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,5,5년 이상 10년 미만,1,93,93.0,0,0.0,1,1.0,20763957.0,2020-10-20,KEDSYS
2016-01,서울,서대문구,천연동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,10,10년 이상 20년 미만,1,37,37.0,2,2.0,2,2.0,21274378.0,2020-10-20,KEDSYS
2016-01,서울,영등포구,당산제1동,Q,Q86,보건업 및 사회복지 서비스업,보건업,98,판단제외,20,20년 이상 30년 미만,1,46,46.0,0,0.0,1,1.0,31736812.0,2020-10-20,KEDSYS
2016-01,서울,동대문구,제기동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,0,1년 미만,1,17,17.0,2,2.0,0,0.0,22738980.0,2020-10-20,KEDSYS
2016-01,서울,동대문구,장안2동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,20,20년 이상 30년 미만,1,45,45.0,2,2.0,3,3.0,14101274.0,2020-10-20,KEDSYS
2016-01,서울,서대문구,남가좌1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,1,6,6.0,1,1.0,0,0.0,13937778.0,2020-10-20,KEDSYS
2016-01,서울,동대문구,전농1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,10,10년 이상 20년 미만,1,35,35.0,5,5.0,3,3.0,23872381.0,2020-10-20,KEDSYS
2016-01,서울,중랑구,상봉2동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,1,1년 이상 2년 미만,1,6,6.0,0,0.0,0,0.0,15125778.0,2020-10-20,KEDSYS
2016-01,서울,중랑구,상봉2동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,10,10년 이상 20년 미만,1,4,4.0,0,0.0,0,0.0,22328667.0,2020-10-20,KEDSYS
2016-01,서울,서대문구,북가좌2동,Q,Q86,보건업 및 사회복지 서비스업,보건업,4,소기업,2,2년 이상 5년 미만,1,7,7.0,0,0.0,0,0.0,32888000.0,2020-10-20,KEDSYS
2016-01,서울,서대문구,북가좌2동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,1,0,0.0,0,0.0,0,0.0,0.0,2020-10-20,KEDSYS
